Biosample term name	File accession	File download URL
middle frontal area 46	ENCFF842SOP	https://www.encodeproject.org/files/ENCFF842SOP/@@download/ENCFF842SOP.bam
middle frontal area 46	ENCFF441PZM	https://www.encodeproject.org/files/ENCFF441PZM/@@download/ENCFF441PZM.bam
posterior cingulate gyrus	ENCFF132PVR	https://www.encodeproject.org/files/ENCFF132PVR/@@download/ENCFF132PVR.bam
head of caudate nucleus	ENCFF823EXC	https://www.encodeproject.org/files/ENCFF823EXC/@@download/ENCFF823EXC.bam
head of caudate nucleus	ENCFF079EUT	https://www.encodeproject.org/files/ENCFF079EUT/@@download/ENCFF079EUT.bam
head of caudate nucleus	ENCFF448NKH	https://www.encodeproject.org/files/ENCFF448NKH/@@download/ENCFF448NKH.bam
middle frontal area 46	ENCFF912QTJ	https://www.encodeproject.org/files/ENCFF912QTJ/@@download/ENCFF912QTJ.bam
middle frontal area 46	ENCFF168JKK	https://www.encodeproject.org/files/ENCFF168JKK/@@download/ENCFF168JKK.bam
K562	ENCFF325RTP	https://www.encodeproject.org/files/ENCFF325RTP/@@download/ENCFF325RTP.bam
posterior cingulate gyrus	ENCFF528KPD	https://www.encodeproject.org/files/ENCFF528KPD/@@download/ENCFF528KPD.bam
middle frontal area 46	ENCFF593MLG	https://www.encodeproject.org/files/ENCFF593MLG/@@download/ENCFF593MLG.bam
middle frontal area 46	ENCFF069XDC	https://www.encodeproject.org/files/ENCFF069XDC/@@download/ENCFF069XDC.bam
head of caudate nucleus	ENCFF589MHG	https://www.encodeproject.org/files/ENCFF589MHG/@@download/ENCFF589MHG.bam
head of caudate nucleus	ENCFF558BCU	https://www.encodeproject.org/files/ENCFF558BCU/@@download/ENCFF558BCU.bam
adrenal gland	ENCFF584UUX	https://www.encodeproject.org/files/ENCFF584UUX/@@download/ENCFF584UUX.bam
placenta	ENCFF698NCD	https://www.encodeproject.org/files/ENCFF698NCD/@@download/ENCFF698NCD.bam
activated CD4-positive, alpha-beta memory T cell	ENCFF447XEL	https://www.encodeproject.org/files/ENCFF447XEL/@@download/ENCFF447XEL.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF790VTN	https://www.encodeproject.org/files/ENCFF790VTN/@@download/ENCFF790VTN.bam
placenta	ENCFF856CWP	https://www.encodeproject.org/files/ENCFF856CWP/@@download/ENCFF856CWP.bam
placenta	ENCFF849QDZ	https://www.encodeproject.org/files/ENCFF849QDZ/@@download/ENCFF849QDZ.bam
stomach	ENCFF925NGU	https://www.encodeproject.org/files/ENCFF925NGU/@@download/ENCFF925NGU.bam
posterior cingulate gyrus	ENCFF027QFD	https://www.encodeproject.org/files/ENCFF027QFD/@@download/ENCFF027QFD.bam
middle frontal area 46	ENCFF357AKD	https://www.encodeproject.org/files/ENCFF357AKD/@@download/ENCFF357AKD.bam
middle frontal area 46	ENCFF288FOT	https://www.encodeproject.org/files/ENCFF288FOT/@@download/ENCFF288FOT.bam
middle frontal area 46	ENCFF899FOU	https://www.encodeproject.org/files/ENCFF899FOU/@@download/ENCFF899FOU.bam
middle frontal area 46	ENCFF113NQM	https://www.encodeproject.org/files/ENCFF113NQM/@@download/ENCFF113NQM.bam
head of caudate nucleus	ENCFF960EXE	https://www.encodeproject.org/files/ENCFF960EXE/@@download/ENCFF960EXE.bam
posterior cingulate gyrus	ENCFF034LSE	https://www.encodeproject.org/files/ENCFF034LSE/@@download/ENCFF034LSE.bam
head of caudate nucleus	ENCFF962ITO	https://www.encodeproject.org/files/ENCFF962ITO/@@download/ENCFF962ITO.bam
middle frontal area 46	ENCFF805XBY	https://www.encodeproject.org/files/ENCFF805XBY/@@download/ENCFF805XBY.bam
middle frontal area 46	ENCFF168QLN	https://www.encodeproject.org/files/ENCFF168QLN/@@download/ENCFF168QLN.bam
head of caudate nucleus	ENCFF112PGE	https://www.encodeproject.org/files/ENCFF112PGE/@@download/ENCFF112PGE.bam
middle frontal area 46	ENCFF559PFP	https://www.encodeproject.org/files/ENCFF559PFP/@@download/ENCFF559PFP.bam
